organization,address,city,st,zip,office_type,longitude,latitude
Farm Credit Mid-America,2368 Blizzard Lane,Albany,OH,45710,Branch,-82.19404,39.23403
Farm Credit Mid-America,1625 E 5th St,Delphos,OH,45833,Branch,-84.320596,40.84622
Farm Credit Mid-America,875 N Lexington-Springmill Rd,Mansfield,OH,44906,Branch,-82.59102,40.77624
Farm Credit Mid-America,100 Grieshop Street,Mt. Orab,OH,45154,Branch,-83.91873,39.04371
Farm Credit Mid-America,300 N Maple St,Orwell,OH,44076,Branch,-80.867037,41.54326
Farm Credit Mid-America,1980 W Main Street,Alliance,OH,44601,Branch,-81.137459,40.918718
Farm Credit Mid-America,8971 Whitaker Rd,Cambridge,OH,43725,Branch,-81.57511,39.98671
Farm Credit Mid-America,312 Eaton Lewisburg Rd,Eaton,OH,45320,Branch,-84.63219,39.76264
Farm Credit Mid-America,2241 Troy Rd,Springfield,OH,45504,Branch,-83.865501,39.961084
Ag Credit,3113 SR 98,Bucyrus,OH,44820,Branch,-82.96289,40.81991
Farm Credit Mid-America,1540 US Hwy 62 SW,Washington Court House,OH,43160,Branch,-83.463651,39.522373
Farm Credit Mid-America,23052 St Rt 34,Stryker,OH,43557,Branch,-84.388523,41.472705
Ag Credit,735 A US Highway 20 East,Norwalk,OH,44857,Branch,-82.61498,41.241638
Farm Credit Mid-America,3910 Johnsontown-Utica Rd NE,Utica,OH,43080,Branch,-82.424159,40.243435
Farm Credit Mid-America,10539 Kley Rd,Versailles,OH,45380,Branch,-84.464598,40.224107
Farm Credit Mid-America,1640 North Main St,Bellefontaine,OH,43311,Branch,-83.753151,40.383921
Ag Credit,7868 County Road 140,Findlay,OH,45840,Branch,-83.689501,41.052573
Ag Credit,PO Box 203,Kenton,OH,43326,Branch,-83.783036,40.69133
Ag Credit,1485 N Scott St,Napoleon,OH,43545,Branch,-84.132025,41.400809
Farm Credit Mid-America,28184 Scippo Creek Road,Circleville,OH,43113,Branch,-82.969569,39.520821
Farm Credit Mid-America,382 W Liberty St,Wooster,OH,44691,Branch,-81.945475,40.797166
Ag Credit,111 E Gypsy Lane Rd,Bowling Green,OH,43402,Branch,-83.649111,41.35689
Ag Credit,104 Pinnacle Drive,Fremont,OH,43420,Branch,-83.08651,41.36547
Ag Credit,311 Maple St.,Wellington,OH,44090,Branch,-82.209143,41.179824000000004
Farm Credit Mid-America,1225 Irmscher Blvd,Celina,OH,45822,Branch,-84.539769,40.560693
Ag Credit,1100 E Center St,Marion,OH,43302,Branch,-83.101909,40.590217
Ag Credit,5362 US Highway 42,Mount Gilead,OH,43338,Branch,-82.831659,40.536731
Ag Credit,839 N Williams ST,Paulding,OH,45879,Branch,-84.580273,41.14756
Ag Credit,1195 Professional Dr,Van Wert,OH,45891,Branch,-84.5928,40.85209
Ag Credit,315 W Williamstown RD,Ottawa,OH,45875,Branch,-84.050638,41.011021
Ag Credit,2500 W Market ST,Tiffin,OH,44883,Branch,-83.21903,41.10828
Ag Credit,97 Houpt Dr,Upper Sandusky,OH,43351,Branch,-83.28165,40.839551
Oklahoma AgCredit,2801 W University Blvd,Durant,OK,74701,Branch,-96.405338,34.004909
Farm Credit of Western Oklahoma,101 Carter Road,Elk City,OK,73644,Branch,-99.40046,35.38547
Oklahoma AgCredit,805 Chisholm Trail,Enid,OK,73702,Branch,-97.88842,36.43054
Farm Credit of Western Oklahoma,2143 Hwy 64 North,Guymon,OK,73942,Branch,-101.483951,36.702721
Oklahoma AgCredit,17765 U. S. Hwy 81,Kingfisher,OK,73750,Branch,-97.887667,36.19632
Oklahoma AgCredit,2810 W. Shawnee Bypass,Muskogee,OK,74401,Branch,-95.39738,35.77055
Oklahoma AgCredit,1420 N. Clarence Nash Blvd,Watonga,OK,73772,Branch,-98.418775,35.858934
Farm Credit of Western Oklahoma,513 S. Mission,Anadarko,OK,73005,Branch,-98.251327,35.069223
Oklahoma AgCredit,2507 North Rockford Rd,Ardmore,OK,73401,Branch,-97.161145,34.199968
Oklahoma AgCredit,1027 W. Choctaw,Chickasha,OK,73018,Branch,-97.946485,35.05209
Oklahoma AgCredit,2108 SE Washington,Idabel,OK,74745,Branch,-94.79781,33.89514
Farm Credit of Western Oklahoma,3120 N Main ST,Altus,OK,73521,Branch,-99.333305,34.669732
Oklahoma AgCredit,1902 S. Hwy 81,Duncan,OK,73533,Branch,-97.965672,34.482924
Oklahoma AgCredit,"2801 N. Kickapoo, Suite B",Shawnee,OK,74802,Branch,-96.92948,35.363
Farm Credit of Western Oklahoma,4955 Farm Credit Drive,Tuttle,OK,73089,Branch,-97.809913,35.290828
Oklahoma AgCredit,265 W. Dwain Willis Ave,Vinita,OK,74301,Branch,-95.164436,36.626265
Oklahoma AgCredit,601 E. Kenosha St.,Broken Arrow,OK,74012,Branch,-95.783646,36.060444
Farm Credit of Western Oklahoma,2600 Modelle,Clinton,OK,73601,Branch,-98.967574,35.508649
Oklahoma AgCredit,519 E 32nd Ave,Stillwater,OK,74074,Branch,-97.05259,36.08679
Farm Credit of Western Oklahoma,3302 Williams Ave,Woodward,OK,73801,Branch,-99.378833,36.412985
Farm Credit of Western Oklahoma,219 Oklahoma Blvd,Alva,OK,73717,Branch,-98.661293,36.797222
Oklahoma AgCredit,509 W. Paul,Pauls Valley,OK,73075,Branch,-97.224443,34.737585
Oklahoma AgCredit,1104 S. George Nigh Expressway,McAlester,OK,74501,Branch,-95.758742,34.897512
Oklahoma AgCredit,536 Leahy Ave,Pawhuska,OK,74056,Branch,-96.337615,36.663624
Oklahoma AgCredit,28824 State Hwy 112,Poteau,OK,74953,Branch,-94.616399,35.105028
AgWest Farm Credit,3370 10th St,Baker City,OR,97814,Branch,-117.840171,44.789746
AgWest Farm Credit,"15220 NW Greenbrier Parkway, Suite 105",Beaverton,OR,97006,Branch,-122.832275,45.525641
AgWest Farm Credit,94482 Highway 99 E,Junction City ,OR,97448,Branch,-123.20531,44.23062
AgWest Farm Credit,2222 NW Kline St,Roseburg,OR,97471,Branch,-123.37986,43.23402
AgWest Farm Credit,12 SW Nye Ave,Pendleton,OR,97801,Branch,-118.780655,45.661222
AgWest Farm Credit,2950 SW 6th Street,Redmond,OR,97756,Branch,-121.173364,44.24934
AgWest Farm Credit,3591 Klindt Dr,The Dalles,OR,97058,Branch,-121.197508,45.62481
AgWest Farm Credit,380 Farm Credit Drive SE,Salem,OR,97301,Branch,-122.994904,44.925095
Horizon Farm Credit,610 Evans City Rd,Butler,PA,16001,Branch,-79.97413,40.85844
Horizon Farm Credit,2322 Curryville Road,Martinsburg,PA,16662,Branch,-78.32983,40.2998
Horizon Farm Credit,921 S Center Ave,Hunker,PA,15639,Branch,-79.594928,40.195407
Horizon Farm Credit,1513 Main St,Shoemakersville,PA,19555,Branch,-75.970919,40.521413
Horizon Farm Credit,1434 Seven Valleys Road,York,PA,17408,Branch,-76.78688,39.88969
Horizon Farm Credit,1 Buffalo Street,Coudersport,PA,16915,Branch,-77.984464,41.772559
Horizon Farm Credit,24668 US 6,Towanda,PA,18848,Branch,-76.46691,41.79502
Horizon Farm Credit,450 International DR,Lewisburg,PA,17837,Branch,-76.87599,40.99126
Horizon Farm Credit,45 Sheetz DR,Reedsville,PA,17084,Branch,-77.60894,40.66762
Horizon Farm Credit,109 Farm Credit Dr,Chambersburg,PA,17202,Branch,-77.616011,39.985992
Horizon Farm Credit,11555 State Hwy 98,Meadville,PA,16335,Branch,-80.20384,41.62554
Horizon Farm Credit,15 Eby Chiques RD,Mount Joy,PA,17552,Branch,-76.460127,40.110508
AgSouth Farm Credit,951 E Pine Log Rd,Aiken,SC,29803,Branch,-81.693993,33.534841
AgSouth Farm Credit,4930 Burtons Ferry Hwy,Allendale,SC,29810,Branch,-81.28873,33.02466
AgSouth Farm Credit,1325 Pearman Dairy Rd (28 Bypass),Anderson,SC,29625,Branch,-82.693912,34.523405
AgSouth Farm Credit,306 Hillcrest Dr,Laurens,SC,29360,Branch,-82.01736,34.50562
AgSouth Farm Credit,1880 Joe S Jeffords Hwy,Orangeburg,SC,29115,Branch,-80.846618,33.472989
AgSouth Farm Credit,1321 Springdale Rd,Rock Hill,SC,29730,Branch,-80.964069,34.938207
AgSouth Farm Credit,101 North Town Drive,Spartanburg,SC,29303,Branch,-81.969862,34.983695
AgSouth Farm Credit,2630 Colonel Thomson Hwy,St Matthews,SC,29135,Branch,-80.76655,33.67522
AgSouth Farm Credit,702 Kate Lane,Summerville,SC,29483,Branch,-80.13481,33.04205
AgSouth Farm Credit,529 Bells Hwy,Walterboro,SC,29488,Branch,-80.674845,32.916935
ArborOne Farm Credit,800 Woody Jones Blvd.,Florence,SC,29501,Branch,-79.837317,34.183558
AgSouth Farm Credit,951 Hwy 1 South,Lugoff,SC,29078,Branch,-80.68145,34.223512
ArborOne Farm Credit,900-C Main St.,Conway,SC,29526,Branch,-79.05141,33.843175
AgSouth Farm Credit,109 East Church Street,Batesburg-Leesville,SC,29070,Branch,-81.528103,33.914892
Farm Credit Services of America,4835 6th Ave SE,Aberdeen,SD,57401,Branch,-98.41689,45.46009
Farm Credit Services of America,81 33rd ST SW,Huron,SD,57350,Branch,-98.216363,44.328269
Farm Credit Services of America,401 Cabela Dr,Mitchell,SD,57301,Branch,-98.0205,43.69062
Farm Credit Services of America,2505 E 4th Street,Pierre,SD,57501,Branch,-100.3164,44.381484
Farm Credit Services of America,2510 N Plaza Dr,Rapid City,SD,57702,Branch,-103.26076,44.10638
Farm Credit Services of America,1114 29th St S E,Watertown,SD,57201,Branch,-97.06703,44.8871
Farm Credit Services of America,322 First Avenue East,Mobridge,SD,57601,Branch,-100.43202,45.536249
Farm Credit Mid-America,812 Congress Pkwy N,Athens,TN,37303,Branch,-84.596705,35.477111
River Valley AgCredit,2620 APD 40,Cleveland,TN,37320,Branch,-84.87442,35.131904
Farm Credit Mid-America,1285 S Walnut Ave,Cookeville,TN,38501,Branch,-85.506678,36.136657
Farm Credit Mid-America,800 Morrow St,Dresden,TN,38225,Branch,-88.7147,36.27958
Farm Credit Mid-America,716 Callahan Dr,Knoxville,TN,37912,Branch,-84.0035,36.02087
Farm Credit Mid-America,676 Pistole Ln,McMinnville,TN,37110,Branch,-85.818591,35.66987
River Valley AgCredit,600 US Hwy 127 Bypass,Pikeville,TN,37367,Branch,-85.19717,35.6055
Farm Credit Mid-America,1908 Madison St,Shelbyville,TN,37160,Branch,-86.406387,35.48037
Farm Credit Mid-America,109 Centre Park Dr,Johnson City,TN,37615,Branch,-82.468449,36.416694
Farm Credit Mid-America,813 S Church St,Murfreesboro,TN,37130,Branch,-86.39234,35.83725
Farm Credit Mid-America,18075 US-64,Somerville,TN,38068,Branch,-89.327703,35.243012
Farm Credit Mid-America,5189 Hwy 41 N,Springfield,TN,37172,Branch,-86.905916,36.54286
Farm Credit Mid-America,100 Nevada Ave,Greeneville,TN,37745,Branch,-82.82051,36.17833
Farm Credit Mid-America,104 Brighton Dr,Humboldt,TN,38343,Branch,-88.85592,35.77779
Farm Credit Mid-America,710 Henslee Dr,Dickson,TN,37055,Branch,-87.391,36.086
Farm Credit Mid-America,800 US 51 North,Ripley,TN,38063,Branch,-89.55402,35.7439
Farm Credit Mid-America,4 Chenault Ford Rd,Fayetteville,TN,37334,Branch,-86.553194,35.154418
Farm Credit Mid-America,449 Crews Street,Lawrenceburg,TN,38464,Branch,-87.316011,35.267709
Farm Credit Mid-America,7605 Hamilton Park Drive,Chattanooga,TN,37421,Branch,-85.13725,35.05649
River Valley AgCredit,1117 Congress Parkway,Athens,TN,37303,Branch,-84.6199,35.45341
River Valley AgCredit,2052 Hwy 72,Loudon,TN,37774,Branch,-84.36435,35.72032
Farm Credit Mid-America,1630 Nashville Hwy,Columbia,TN,38401,Branch,-87.009141,35.654017
Farm Credit Mid-America,1212 South Hartmann Drive,Lebanon,TN,37090,Branch,-86.309057,36.173411
River Valley AgCredit,230 Main Street,Dayton,TN,37321,Branch,-85.01241,35.492221
AgTexas Farm Credit Services,2001 S Soncy Road,Amarillo,TX,79124,Branch,-101.935674,35.190924
Plains Land Bank,5625 Fulton Drive,Amarillo,TX,79109,Branch,-101.90159,35.1677
Capital Farm Credit,101 N 22nd Street,Lamesa,TX,79331,Branch,-101.950601,32.755251
Texas Farm Credit Services,2003 N John Redditt DR,Lufkin,TX,75904,Branch,-94.765632,31.353999
Texas Farm Credit Services,3338 Park Street,Nacogdoches,TX,75961,Branch,-94.61724,31.60836
Texas Farm Credit Services,2519 North Stallings Drive,Nacogdoches,TX,75964,Branch,-94.67714,31.6521
Texas Farm Credit Services,"2209 South Loop 256, Suite #200",Palestine,TX,75801,Branch,-95.614351,31.73482
Texas Farm Credit Services,545 S Hwy 77,Robstown,TX,78380,Branch,-97.660874,27.780587
Capital Farm Credit,3749 FM 1889,Robstown,TX,78380,Branch,-97.658882,27.854678
Capital Farm Credit,5111 College Avenue,Snyder,TX,79549,Branch,-100.919995,32.690475
Texas Farm Credit Services,4608 Kinsey Drive,Tyler,TX,75703,Branch,-95.31473,32.299516
Capital Farm Credit,5363 Kell Blvd West,Wichita Falls,TX,76308,Branch,-98.57638,33.87079
Texas Farm Credit Services,3272 Hwy 16S,Bandera,TX,78003,Branch,-99.070757,29.724425
Capital Farm Credit,8 E Palm Street,Bellville,TX,77418,Branch,-96.256818,29.951759
Texas Farm Credit Services,1301 Highway 290 E,Brenham,TX,77833,Branch,-96.37705,30.14333
Central Texas Farm Credit,550 S 2nd St,Haskell,TX,79521,Branch,-99.734947,33.155824
AgTexas Farm Credit Services,1502 W. 1st St.,Hereford,TX,79045,Branch,-102.412569,34.808438
Capital Farm Credit,1760 East State Hwy 97,Jourdanton,TX,78026,Branch,-98.530746,28.927614
Capital Farm Credit,1001 Sidney Baker Street,Kerrville,TX,78028,Branch,-99.13322,30.05364
Capital Farm Credit,456 N Jefferson,LaGrange,TX,78945,Branch,-96.878855,29.90926
Capital Farm Credit,1601 W American Blvd,Muleshoe,TX,79347,Branch,-102.74099,34.23482
Capital Farm Credit,151 S Munday Avenue,Munday,TX,76371,Branch,-99.62405,33.44823
Texas Farm Credit Services,802 W. Oaklawn,Pleasanton,TX,78064,Branch,-98.49228,28.95733
Capital Farm Credit,2704 Medical Parkway,Taylor,TX,76574,Branch,-97.417423,30.590522
Capital Farm Credit,702 W 5th Street,Clifton,TX,76634,Branch,-97.57797,31.781661
AgTrust Farm Credit,4411 South Interstate 35,Georgetown,TX,78626,Branch,-97.68596,30.603919
Capital Farm Credit,403 N Sunset Strip Hwy 181,Kenedy,TX,78119,Branch,-97.860108,28.824871
Texas Farm Credit Services,16011 Via Shavano,San Antonio,TX,78249,Branch,-98.570905,29.592855
Capital Farm Credit,"2330 Loop 1604 West, Ste. 110",San Antonio,TX,78248,Branch,-98.529059,29.604349
AgTrust Farm Credit,400 E 3rd St,Sweetwater,TX,79556,Branch,-100.405498,32.47251
Capital Farm Credit,2115 Bird Creek Terrace,Temple,TX,76533,Branch,-97.302779,31.018237
Capital Farm Credit,108 W Avenue E,Alpine,TX,79830,Branch,-103.66257,30.35815
Capital Farm Credit,2013 Avenue C,Bay City,TX,77414,Branch,-95.973463,28.983714
Capital Farm Credit,3902 S Traditions Drive,College Station,TX,77845,Branch,-96.3806,30.599074
Capital Farm Credit,1807 North Mechanic,El Campo,TX,77437,Branch,-96.283549,29.21175
Capital Farm Credit,707 Bailey Street,Matador,TX,79244,Branch,-100.821186,34.012651
AgTrust Farm Credit,516 James Bowie Dr,New Boston,TX,75570,Branch,-94.405892,33.470998
AgTexas Farm Credit Services,104 I-27 Frontage,Plainview,TX,79072,Branch,-101.749711,34.178061
Plains Land Bank,3102 W 7th ST,Plainview,TX,79072,Branch,-101.74134,34.1866
Texas Farm Credit Services,1305 Shannon RD E,Sulphur Spgs,TX,75482,Branch,-95.57056,33.1386
Capital Farm Credit,"1217 E. S. 11th, Suite A",Abilene,TX,79602,Branch,-99.702833,32.436479
Central Texas Farm Credit,1026 Early Blvd,Early,TX,76802,Branch,-98.939032,31.745771
Capital Farm Credit,"101 N Pierce St, Suite 1",Burnet,TX,78611,Branch,-98.226443,30.758777
Central Texas Farm Credit,215 West Elm Street,Coleman,TX,76834,Branch,-99.424974,31.827893
Capital Farm Credit,808 N Wells Street,Edna,TX,77957,Branch,-96.64972,28.984618
AgTrust Farm Credit,413 S Western Ave,Lampasas,TX,76550,Branch,-98.178732,31.064939
Capital Farm Credit,1420 S Colorado,Lockhart,TX,78644,Branch,-97.668116,29.865828
AgTexas Farm Credit Services,3145 W. Washington,Stephenville,TX,76401,Branch,-98.25754,32.19539
Texas Farm Credit Services,7185 I-10 South,Beaumont,TX,77705,Branch,-94.18432,30.01015
Capital Farm Credit,907 W Clayton FM 1960,Dayton,TX,77535,Branch,-94.899028,30.045946
Capital Farm Credit,105 W Bedford,Dimmitt,TX,79027,Branch,-102.313771,34.550977
Capital Farm Credit,"8122 West Expressway 83, Suite 1",Harlingen,TX,78552,Branch,-97.768916,26.187715
Texas Farm Credit Services,137 S Eighth,Raymondville,TX,78580,Branch,-97.781489,26.481493
Capital Farm Credit,"708 Hwy 59 N, Suite A",Bowie,TX,76230,Branch,-97.84362,33.56336
Capital Farm Credit,Highway 83 North,Childress,TX,79201,Branch,-100.204623,34.531782
AgTexas Farm Credit Services,301 Highway 114,Levelland,TX,79336,Branch,-102.36478,33.59444
Capital Farm Credit,613 Avenue G,Levelland,TX,79336,Branch,-102.37625,33.586751
Central Texas Farm Credit,1021 S Koenigheim,San Angelo,TX,76903,Branch,-100.44087,31.45095
Capital Farm Credit,1701 W Loop 306,San Angelo,TX,76904,Branch,-100.46361,31.412561
Central Texas Farm Credit,203 S Blackburn St,Brady,TX,76825,Branch,-99.333836,31.133785
Central Texas Farm Credit,1414 N. Austin,Comanche,TX,76442,Branch,-98.598138,31.910294
Texas Farm Credit Services,200 N Dixon ST,Gainesville,TX,76240,Branch,-97.14512,33.62516
Texas Farm Credit Services,2790 Virginia Pkwy,McKinney,TX,75071,Branch,-96.65449,33.19943
Capital Farm Credit,475 Oxford Drive,New Braunfels,TX,78130,Branch,-98.07398,29.72021
Central Texas Farm Credit,110 North High Street,San Saba,TX,76877,Branch,-98.71816,31.196521
Capital Farm Credit,501 Alan L Bean Blvd,Wheeler,TX,79096,Branch,-100.271943,35.44378
Capital Farm Credit,207 S Berkshire,Crosbyton,TX,79322,Branch,-101.239158,33.658454
AgTexas Farm Credit Services,6901 Quaker Avenue,Lubbock,TX,79413,Branch,-101.906488,33.532353
AgTrust Farm Credit,3441 North FM 1417,Sherman,TX,75092,Branch,-96.64157,33.67017
Texas Farm Credit Services,112 E Hwy 82,Bonham,TX,75418,Branch,-96.176482,33.603478
AgTrust Farm Credit,210 N Ridgeway,Cleburne,TX,76033,Branch,-97.409579,32.342798
Capital Farm Credit,201 W 5th Street,Dalhart,TX,79022,Branch,-102.525127,36.061294
Texas Farm Credit Services,6174 Sherry LN,Dallas,TX,75225,Branch,-96.804931,32.861929
AgTrust Farm Credit,3905 Morse St,Denton,TX,76208,Branch,-97.087141,33.205327
AgTexas Farm Credit Services,1315 E 1st,Dumas,TX,79029,Branch,-101.95566,35.86483
Capital Farm Credit,"8340 Gateway East, Suite 208",El Paso,TX,79907,Branch,-106.326323,31.73954
Texas Farm Credit Services,6451 Camp Bowie Blvd,Fort Worth,TX,76116,Branch,-97.424808,32.72429
AgTrust Farm Credit,5600 Clearfork Main St,Fort Worth,TX,76109,Branch,-97.405116,32.708262
Capital Farm Credit,1400 W Park Avenue,Hereford,TX,79045,Branch,-102.421863,34.822746
AgTrust Farm Credit,219 E Franklin St,Hillsboro,TX,76645,Branch,-97.126781,32.012069
AgTrust Farm Credit,655 Clarksville St,Paris,TX,75460,Branch,-95.54931,33.660794
Capital Farm Credit,"10410 Medical Loop, Suite 5D",Laredo,TX,78045,Branch,-99.474698,27.604899
Capital Farm Credit,424 N Hobart,Pampa,TX,79066,Branch,-100.971494,35.535505
Capital Farm Credit,515 Sterley,Spur,TX,79370,Branch,-100.849895,33.476325
AgTexas Farm Credit Services,1316 Corsicana Hwy,Hillsboro,TX,76645,Branch,-97.100111,32.007819
AgTrust Farm Credit,101 East Rd,Stephenville,TX,76401,Branch,-98.190565,32.226729
Texas Farm Credit Services,244 N Getty,Uvalde,TX,78801,Branch,-99.78707,29.21246
AgTrust Farm Credit,112 S 15th St,Corsicana,TX,75110,Branch,-96.469038,32.090285
Capital Farm Credit,607A N 1st Street E,Haskell,TX,79521,Branch,-99.73619,33.15751
Capital Farm Credit,1725 Deaf Smith,Vernon,TX,76385,Branch,-99.286486,34.153026
Texas Farm Credit Services,435 West IH-45,Fairfield,TX,75840,Branch,-96.17886,31.72019
Capital Farm Credit,245 US Hwy 90 E,Hondo,TX,78861,Branch,-99.123535,29.34856
Capital Farm Credit,26611 SW Freeway,Rosenberg,TX,77471,Branch,-95.785726,29.53202
AgTexas Farm Credit Services,2015 Hobbs Hwy,Seminole,TX,79360,Branch,-102.666155,32.722795
Capital Farm Credit,"150 East Main St., Suite 310",Fredricksburg,TX,78624,Branch,-98.87073,30.27417
Capital Farm Credit,5715 50th Street,Lubbock,TX,79493,Branch,-101.935057,33.548362
Legacy Ag Credit,1261 Hwy 271 South,Gilmer,TX,75645,Branch,-94.94394,32.71142
Plains Land Bank,506 S Main,Perryton,TX,79070,Branch,-100.803186,36.394967
Texas Farm Credit Services,205 S. Palestine St.,Athens,TX,75751,Branch,-95.853497,32.202891
Capital Farm Credit,5900 Southwest Pkwy,Austin,TX,78735,Branch,-97.847925,30.248453
Capital Farm Credit,203 N 2nd Street,Canadian,TX,79014,Branch,-100.383618,35.91568
Capital Farm Credit,4704 S Jackson,Edinburg,TX,78539,Branch,-98.193062,26.260259
Texas Farm Credit Services,555 S International Blvd,Weslaco,TX,78596,Branch,-97.958001,26.156159
Texas Farm Credit Services,"5901 Wesley St., Ste. 102",Greenville,TX,75402,Branch,-96.108928,33.11112
AgTexas Farm Credit Services,117 S. Burleson Blvd.,Burleson,TX,76028,Branch,-97.313305,32.542658
Texas Farm Credit Services,6540 Alliance DR Ste 130,Rockwall,TX,75032,Branch,-96.441512,32.867355
Legacy Ag Credit,1541 State Highway 34 S,Terrell,TX,75160,Branch,-96.278813,32.710895
Capital Farm Credit,431 Ft McKavitt Street,Mason,TX,76856,Branch,-99.234875,30.74977
Capital Farm Credit,101 Jolley Street,Uvalde,TX,78801,Branch,-99.76861,29.21775
Capital Farm Credit,504 Phelps Avenue,Littlefield,TX,79336,Branch,-102.331473,33.921361
Capital Farm Credit,335 N May,Madisonville,TX,77864,Branch,-95.913583,30.95321
Capital Farm Credit,502 S Main Street,Perryton,TX,79070,Branch,-100.80316,36.3952
AgTrust Farm Credit,337 Enterprise Drive,Hewitt,TX,76643,Branch,-97.174502,31.456323
Capital Farm Credit,1801 W White Oak Terrace,Conroe,TX,77304,Branch,-95.504815,30.330012
Texas Farm Credit Services,8505 Technology Forest Place,The Woodlands,TX,77381,Branch,-95.480101,30.187256
AgTrust Farm Credit,155 East BB Fielder Road,Weatherford,TX,76087,Branch,-97.78583,32.72576
Capital Farm Credit,2400 Highway 190 W,Livingston,TX,77351,Branch,-94.96479,30.72172
Texas Farm Credit Services,17752 Highway 69 North,Lindale,TX,75771,Branch,-95.41113,32.52535
AgTrust Farm Credit,4449 Loop 322,Abilene,TX,79602,Branch,-99.717357,32.396765
Capital Farm Credit,115 N Armstrong,Tulia,TX,79088,Branch,-101.76604,34.53785
AgTexas Farm Credit Services,121 W Broadway,Brownfield,TX,79316,Branch,-102.275976,33.178275
Legacy Ag Credit,335 West Dallas Street,Canton,TX,75103,Branch,-95.865217,32.556561
Capital Farm Credit,1260 Pin Oak Road,Katy,TX,77494,Branch,-95.818587,29.771628
Capital Farm Credit,1501 E Mockingbird LN Ste 100a,Victoria,TX,77904,Branch,-96.990215,28.835477
Western AgCredit,2195 North Main,North Logan,UT,84341,Branch,-111.834703,41.77216
Western AgCredit,63 East 600 North,Richfield,UT,84701,Branch,-112.08388,38.77692
Western AgCredit,10980 South Jordan Gateway,South Jordan,UT,84095,Branch,-111.899265,40.551953
Western AgCredit,727 South Main,Spanish Fork,UT,84660,Branch,-111.654576,40.100296
Western AgCredit,781 E Main,Tremonton,UT,84337,Branch,-112.15341,41.71261
Western AgCredit,848 Front St,Evanston,WY,82930,Branch,-110.963694,41.267743
Western AgCredit,55 S 1500 E,Ballard,UT,84066,Branch,-109.972497,40.30123
Farm Credit of the Virginias,1445 East Rio Rd,Charlottesville,VA,22901,Branch,-76.380592,37.433915
Colonial Farm Credit,1700-A S Main St,Farmville,VA,23901,Branch,-78.434778,37.178338
Colonial Farm Credit,22776 Timberlake Rd,Lynchburg,VA,24502,Branch,-79.261537,37.31485
Farm Credit of the Virginias,38 Murray Farm Rd,Roanoke,VA,24019,Branch,-79.874039,37.335265
Farm Credit of the Virginias,1356 B American Way Ct,Bedford,VA,24523,Branch,-79.502211,37.326567
Farm Credit of the Virginias,"27 Fort Evans Rd, NE",Leesburg,VA,20176,Branch,-77.546182,39.107537
Farm Credit of the Virginias,1557 Commerce Rd,Verona,VA,24482,Branch,-79.023598,38.188841
Farm Credit of the Virginias,660 Peppers Ferry Rd,Wytheville,VA,24382,Branch,-81.0744,36.96282
Farm Credit of the Virginias,19292 Lee Hwy,Abingdon,VA,24210,Branch,-82.02268,36.6911
Colonial Farm Credit,201 E Danville St,South Hill,VA,23970,Branch,-78.12863,36.72418
Colonial Farm Credit,135 Queen ST,Tappahannock,VA,22560,Branch,-76.858367,37.930418
Farm Credit of the Virginias,15574 Ira Hoffman Lane,Culpeper,VA,22701,Branch,-77.97674,38.48963
Colonial Farm Credit,7104 Mechanicsville Turnpike,Mechanicsville,VA,23111,Branch,-77.342969,37.611854
Colonial Farm Credit,18639 Eltham Rd,West Point,VA,23181,Branch,-76.830316,37.52023
Farm Credit of the Virginias,516 Fauquier Rd,Warrenton,VA,20186,Branch,-77.803022,38.728814
Colonial Farm Credit,2987 River Road West,Goochland,VA,23063,Branch,-77.88601,37.68538
Farm Credit of the Virginias,670 Old Franklin Turnpike,Rocky Mount,VA,24151,Branch,-79.862898,37.015785
Colonial Farm Credit,22323 Main St,Courtland,VA,23837,Branch,-77.067215,36.714712
Farm Credit of the Virginias,13284 James Madison Hwy,Orange,VA,22960,Branch,-78.12477,38.22424
Farm Credit of the Virginias,4024 Halifax Rd,South Boston,VA,24592,Branch,-78.921127,36.738386
Farm Credit of the Virginias,19651 US Hwy 29,Chatham,VA,24531,Branch,-79.402507,36.863444
Colonial Farm Credit,11295 Windsor Blvd,Windsor,VA,23487,Branch,-76.730135,36.805229
Colonial Farm Credit,428 E Main St,Waverly,VA,23890,Branch,-77.080946,37.038268
Farm Credit of the Virginias,152 Maury River Rd,Lexington,VA,24450,Branch,-79.41656,37.80381
Farm Credit of the Virginias,4646 S Valley Pike,Harrisonburg,VA,22801,Branch,-78.92115,38.38843
AgWest Farm Credit,"201 W. Broadway Ave, Ste B",Ritzville,CA,99169,Branch,-118.381518,47.127211
AgWest Farm Credit,1501 E Yonezawa Blvd,Moses Lake,WA,98837,Branch,-119.252747,47.104364
AgWest Farm Credit,9915 Saint Thomas Drive,Pasco,WA,99301,Branch,-119.220814,46.273155
AgWest Farm Credit,2580 Chester Kimm Road,Wenatchee,WA,98801,Branch,-120.334505,47.46385
AgWest Farm Credit,301 South Main Street,Colfax,WA,99111,Branch,-117.364481,46.878591
AgWest Farm Credit,1 W Pine Street,Walla Walla,WA,99362,Branch,-118.342876,46.070439
AgWest Farm Credit,629 S Market Blvd,Chehalis,WA,98532,Branch,-122.958783,46.657484
AgWest Farm Credit,1360 N 16th Ave,Yakima,WA,98902,Branch,-120.531281,46.621077
