id,mvt_id,name,brand,categories,names,city_fips,city_name,state,pop_20,cty_fips,cty_type,cty_centrality,cty_msa_adj,rucc,geometry_wkt,institutional
9c539c3e-99f3-4d3b-b915-e93f943f9e5b,13853179,Dollar Tree,"{""wikidata"":null,""names"":{""primary"":""Dollar Tree"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar Tree"",""common"":null,""rules"":null}",0505320,"Bentonville, Arkansas",AR,54164,05007,Metro,Central,In Metro,2,POINT (-94.24404 36.35818),FALSE
d6527588-3afd-40f9-8c41-e0c0c8237138,13849961,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0564370,"Siloam Springs, Arkansas",AR,17287,05007,Metro,Central,In Metro,2,POINT (-94.54363 36.17221),FALSE
32b390bc-5d1e-4b09-9f6a-349c16556317,13849847,Dollar Tree,"{""wikidata"":null,""names"":{""primary"":""Dollar Tree"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""party_supply""]}","{""primary"":""Dollar Tree"",""common"":null,""rules"":null}",0564370,"Siloam Springs, Arkansas",AR,17287,05007,Metro,Central,In Metro,2,POINT (-94.55644 36.17751),FALSE
44ac4e43-e1e2-40b8-b44a-6fa0d9ebbcd4,13850478,Dollar General,NA,"{""primary"":""discount_store"",""alternate"":[""retail""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0564370,"Siloam Springs, Arkansas",AR,17287,05007,Metro,Central,In Metro,2,POINT (-94.5319 36.1957),FALSE
60479938-825c-47aa-858f-2dc3298bb7d5,13850479,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0564370,"Siloam Springs, Arkansas",AR,17287,05007,Metro,Central,In Metro,2,POINT (-94.53179 36.19525),FALSE
34b0a7b2-c6a4-479c-bc12-4ecb6f88f024,13915773,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":null}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0511500,"Carlisle, Arkansas",AR,2033,05085,Metro,Central,In Metro,2,POINT (-91.7513 34.7951),FALSE
ffd62571-b2c2-4053-96c7-393ac31cb05d,13915687,Family Dollar,NA,"{""primary"":""discount_store"",""alternate"":[""department_store"",""retail""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0511500,"Carlisle, Arkansas",AR,2033,05085,Metro,Central,In Metro,2,POINT (-91.7483 34.78012),FALSE
defac174-ebb3-42ee-bed6-9fa9888d1181,13818436,Family Dollar,NA,"{""primary"":""discount_store"",""alternate"":[""retail""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0527310,"Glenwood, Arkansas",AR,2068,05109,Non-Core,--,Non-Adjacent,9,POINT (-93.5516 34.32448),FALSE
56966c5c-f8d9-4c9f-8f14-13c1ad42a24a,13818514,Dollar General,"{""wikidata"":null,""names"":{""primary"":""Dollar General"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""arts_and_crafts""]}","{""primary"":""Dollar General"",""common"":null,""rules"":null}",0527310,"Glenwood, Arkansas",AR,2068,05109,Non-Core,--,Non-Adjacent,9,POINT (-93.54104 34.32387),FALSE
6ac47683-013c-4225-84f1-7fea35edf2ca,13818523,Family Dollar,"{""wikidata"":null,""names"":{""primary"":""Family Dollar"",""common"":null,""rules"":null}}","{""primary"":""discount_store"",""alternate"":[""shopping"",""grocery_store""]}","{""primary"":""Family Dollar"",""common"":null,""rules"":null}",0527310,"Glenwood, Arkansas",AR,2068,05109,Non-Core,--,Non-Adjacent,9,POINT (-93.53909 34.3254),FALSE
